Location_Reference,Object_Reference,UI_Activation_Type,Object_Title,Location,Description,Long_Description,Collection_Status,Acknowledgements,Credits,Awards_Recognitions,Collection_Number,Curator,Education,Meta_Tags,Subgenre,Fun_Fact,Animation,Origin,Media,Video_Clip,Audio_Clip,Images,Creator,Creator_Gender,Birth_Year,3D_Model_Designer,Shader,Animator,Auto_Tour,For_Sale,Sponsor_logo,Comment,Suggestion,Vote,Donate,Join,VX_Survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01,1,Click Object,INCIDENT AT THE LAST COMPLEX,Special Exhibit Area 3: Climate,Digital Art,"This piece draws the viewer into a narrative, inviting them to step into the picture and sparking their imagination. 
Although the crashed helicopter and bizarre backdrop may appear frightening or even sinister, there is a duality that deepens this artwork’s meaning and mystery. The strong, flat, deep blues are defined by delicate vestiges of light, illuminating the dark into lighter blues and soft oranges. There is a sense of hope and exploration, although it may be hidden in the shadows. Our  fragile hopes for the future bristle against disorienting glimpses into it.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.02,2,Click Object,PARASITES,Special Exhibit Area 3: Climate,Digital Art,"Here, Klimczak creates an experimental composition, blending together imagery that is new with structures that are reminiscent of his other works. The science fiction symbolism suggests diverse modes of existence, and creates a unique artistic landscape. Here, we can examine present perspectives, as well as speculate on the future. The alternate realities that Klimczak portrays for us are both alarming and intriguing; as alienating as they are staggering. They serve as a reminder that, as humanity explores the cosmos, we must also grapple with what we find there.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.03,3,Click Object,Missing,Special Exhibit Area 3: Climate,Digital Art,"Missing invites viewers to contemplate the stark reality of climate change through the lens of a desolate landscape. With a broken-down brown car as its focal point, the painting serves as a visual metaphor for the consequences of human actions and the enduring strength of nature.

The abandoned car stands as a testament to human reliance on fossil fuels and unsustainable practices. Its rusty and weathered exterior symbolizes the outcome of short-sighted decisions that prioritize convenience over environmental stewardship. Placed against the backdrop of an arid desert, the car's presence becomes a stark reminder of the depletion of natural resources and the degradation of ecosystems.

In the distance, a gathering storm looms ominously, casting an atmospheric shadow over the scene. The approaching tempest mirrors the impending consequences of climate change, as intensified weather patterns and rising temperatures become increasingly prevalent. The storm also serves as a visual metaphor for the urgency of addressing these challenges before they reach a point of no return.

Through a muted color palette and intricate details, the artist captures the desolation of the environment and the tumultuous skies. The painting's composition compels viewers to consider the delicate balance between human progress and nature's equilibrium. As the storm gathers and the car remains stranded, a sense of urgency permeates the atmosphere, prompting contemplation of the steps necessary to mitigate climate change's impacts.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.04,4,Click Object,To Create New Home 2,Special Exhibit Area 3: Climate,Digital Art,"To Create New Home offers a sobering exploration of the environmental repercussions of modern aviation in the context of climate change. Through a powerful image of a cracked jet split in half, resting in a desolate junkyard, the artist compels viewers to reflect on the ecological toll of human innovation.

The fractured jet, once emblematic of humanity's triumphs in technological advancement, is now a poignant representation of the complexities of progress. Positioned within a junkyard, it finds itself amidst a sea of discarded machinery, underscoring the transient nature of human achievements against the backdrop of a planet grappling with shifting climates.

This artwork starkly exposes the environmental consequences of aviation, a sector that contributes significantly to greenhouse gas emissions. The broken jet symbolizes the potential rupture between the sky and the Earth caused by these emissions, a poignant reminder that human activities come with an ecological cost. The composition prompts viewers to consider the ethical and moral dilemmas arising from such costs.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.05,5,Click Object,New Day Under New Sky,Special Exhibit Area 3: Climate,Digital Art,"New Day Under New Sky captivates the imagination by offering a glimpse into a potential future where humanity responds to the challenges of climate change with resilience and innovation. Through the portrayal of an astronaut exploring a new planet, grass underfoot and an ark-like ship on the horizon, the artist inspires contemplation of the possibilities that lie ahead.

The astronaut's presence symbolizes the pioneering spirit of human exploration and the potential for progress even in the face of adversity. Set against the backdrop of an uncharted world, the painting hints at the idea of seeking new frontiers as a response to the Earth's changing climate. The lush grass under the astronaut's feet serves as a testament to the regeneration of ecosystems, a hopeful sign that nature can rebound when given the chance.

The ark-like ship in the distance stands as a metaphor for humanity's capacity to adapt and survive. It echoes the idea of taking collective action to safeguard our planet's future. This ship represents a beacon of hope, embodying the commitment to resilience, sustainability, and intergenerational responsibility. The distant horizon invites viewers to contemplate the journey toward a harmonious relationship between humanity and the environment.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.06,6,Click Object,New Day Under New Sky 2,Special Exhibit Area 3: Climate,Digital Art,"New Day Under New Sky 2 transports us to another possible world where humanity may be more able to live in peace with its new planet’s environment. Through the serene depiction of a sun setting on a new planet, accompanied by water symbolizing the promise of new life and twin moons gracing the sky, the artist crafts a captivating narrative that prompts us to consider the transformative potential of confronting climate change.

The setting sun acts as a visual metaphor for the closing chapter of unsustainable practices and the dawn of a more sustainable era. The tranquil ambiance evoked by the painting's warm hues invites reflection on the beauty of nature and our interconnectedness with the planet. The sun's descent encapsulates the urgency of the moment, highlighting the limited time we have to embrace positive change.

The water featured prominently in the painting symbolizes the foundation of life and the potential for rejuvenation. It serves as a reminder of Earth's most precious resource, inviting contemplation of the importance of responsible water management in the context of climate change. The reflections on the water's surface mirror our collective responsibility to ensure the vitality of our environment.

The presence of two moons in the sky offers a subtle nod to the delicate balance of natural systems. This twin celestial arrangement prompts viewers to consider the intricate interplay of factors that sustain life on Earth and the need to protect and restore these systems. The moons' presence also encourages us to reflect on the duality of our role as both custodians and beneficiaries of our planet.

At the heart of the canvas, a radiant sun gracefully descends below the horizon of a new planet. Its warm, amber glow bathes the landscape in a gentle embrace, symbolizing the promise of renewal and the potential for new beginnings. The presence of water, glistening beneath the fading sun, hints at the essence of life and the planet's capacity to heal.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.07,7,Click Object,New Day Under New Sky 3,Special Exhibit Area 3: Climate,Digital Art,"New Day Under New Sky 3 challenges us to reflect on the interconnectedness of all life and the vital role each of us plays in nurturing our planet. It underscores the urgency of addressing climate change while also inspiring hope in the resilience of nature and the boundless potential for positive change.

New Day Under New Sky 3 offers a poignant exploration of the human role in the context of climate change, symbolized by an astronaut standing resolute on the rocky precipice of a jetty. Against the backdrop of a vibrant blue ocean and gathering storm clouds, the painting evokes contemplation of our responsibilities in safeguarding our planet's delicate balance.

The astronaut, clad in a vivid orange spacesuit, embodies the spirit of exploration and discovery that has driven humanity to new frontiers. Positioned at the edge of the jetty, they serve as a sentinel for the Earth's oceans, representing the collective effort required to protect our world's life-sustaining waters. Their presence also prompts reflection on the intricate relationship between human endeavors and the natural world.

The juxtaposition of the serene blue ocean and the encroaching storm clouds creates a sense of imminent tension. The vivid blue hues of the water symbolize the beauty and vitality of our oceans, while the approaching storm serves as a metaphor for the turbulence caused by climate change. This dynamic contrast invites viewers to consider the fragility of our ecosystems and the urgent need for action.
Through masterful brushwork and skillful use of light and shadow, the artist captures the ethereal atmosphere of a world in transition. The windswept storm clouds and churning waves mirror the tumultuous course of climate change, while the astronaut's determined stance highlights the power of individual and collective agency.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.08,8,Click Object,The Return,Special Exhibit Area 3: Climate,Digital Art,"The Return invites viewers to contemplate the intricate relationship between human existence and the urban environment in the context of change and decay. The painting captures a lone figure walking on railroad tracks, returning to a fog-shrouded city characterized by muted colors and dilapidated buildings, offering a poignant exploration of time, memory, and urban transformation.

The central figure, walking along the tracks, symbolizes the human journey through life's twists and turns, both physical and metaphorical. Their presence in the midst of this foggy cityscape speaks to the persistent human spirit navigating adversity. Positioned between two dilapidated buildings, they serve as a witness to the passage of time and the inevitable erosion of structures.

The fog that envelops the city and the muted color palette evoke a sense of nostalgia and transience. The city's architecture, once a testament to human endeavor, now stands in various states of disrepair. This portrayal prompts reflection on the fleeting nature of societal constructs and the impermanence of human achievements against the backdrop of changing environments.

Through meticulous attention to detail and play of light, the artist captures the quiet beauty of decay. The subtle interplay between the figure and their surroundings encourages viewers to consider the cyclical nature of renewal and decline and to reflect on the power of memory in shaping our perception of place.

The Return invites us to acknowledge the evolution of urban spaces and the stories they hold. It prompts discussions about urban planning, historical preservation, and the importance of fostering resilient communities in the face of change. As visitors stand before this artwork, they are invited to contemplate the layers of meaning embedded within urban landscapes and to find connections between personal narratives and collective histories.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.09,9,Click Object,The Return 2,Special Exhibit Area 3: Climate,Digital Art,"The Return 2 offers a haunting depiction of an abandoned cityscape, where a lone figure and their loyal canine companion traverse the aftermath of a recent rain. The painting serves as a poignant commentary on the effects of climate change and the intricate interplay between human presence and the evolving environment.

At the center of the canvas, a solitary figure walks alongside a steadfast dog. Their shared journey speaks to the enduring companionship between humans and animals, even amidst the challenges posed by a shifting world. The figure's presence amidst the ruins symbolizes the persistence of life, highlighting the power of human resilience against the backdrop of change.

The remnants of rain are evident in the glistening puddles and dampened surfaces, a transient reminder of the recent deluge. This detail underscores the unpredictable and intensified weather patterns characteristic of climate change. The abandoned city, once a bustling hub of human activity, stands as a testament to the vulnerability of urban environments to environmental shifts.

Through a carefully orchestrated play of light and shadow, the artist captures the atmosphere of a city in transition. The rich textures and subdued colors evoke a sense of desolation, prompting viewers to consider the consequences of unchecked environmental degradation on urban landscapes.

The Return 2 invites us to acknowledge the urgency of addressing climate change's impact on urban areas. It prompts discussions about sustainable urban planning, adaptive infrastructure, and the importance of community resilience. As visitors stand before this artwork, they are encouraged to reflect on their role in shaping the future of cities in the face of climatic uncertainty.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.10,10,Click Object,Back to Zone,Special Exhibit Area 3: Climate,Digital Art,"Back to Zone presents a thought-provoking tableau that resonates with the indomitable human spirit and the enduring connections we forge amidst adversity. The painting portrays a figure clad in post-apocalyptic hazmat gear, warmly welcoming a dog amidst the ruins of a war-torn landscape. This evocative scene serves as a profound reflection on the impact of climate change and the profound bonds that persist even in the harshest of circumstances.

In the heart of the wreckage, the figure stands as a beacon of hope, attired in protective gear that hints at a world forever changed by environmental challenges. Despite the disarray, their posture exudes a sense of joy and compassion as they greet the dog, embodying the resilience that drives humans to overcome challenges and find solace in companionship.

The dog's recognition and response symbolize the unwavering connection between humans and animals, transcending the turmoil of a world in transition. The dog's loyalty and the figure's embrace evoke a shared journey through the tumultuous fallout of environmental degradation, highlighting the universal yearning for connection and support.

This painting serves as a powerful reminder of the strength of bonds and the potential for unity even in the aftermath of catastrophe. Back to Zone calls upon us to recognize the transformative potential of compassion and collaboration, inspiring us to forge a path toward a future where humanity and the planet can heal and thrive together.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.11,11,Click Object,In the Forest,Special Exhibit Area 3: Climate,Digital Art,"In the Forest invites us to view the interconnectedness of humanity and the environment through a vivid autumnal lens. The painting depicts an astronaut standing at the edge of a creek in a radiant orange forest, providing a poignant exploration of climate change's impact on our planet's delicate ecosystems.

At the heart of the composition stands the astronaut, a symbol of humanity's curiosity and capacity for exploration. Their presence in the vibrant forest invites contemplation of the juxtaposition between technological achievement and the natural world's intricate balance. The astronaut becomes an observer of the changing seasons, a witness to the interplay between Earth's climate and its seasonal rhythms.

The bright orange hues of the autumn leaves infuse the scene with warmth and energy, embodying the transient beauty of nature's cycles. The creek that winds through the forest reflects the importance of water in sustaining life, while the surrounding trees bear witness to the intricate relationships that form the foundation of Earth's ecosystems.

Through masterful brushwork and keen attention to detail, the artist captures the texture and brilliance of autumn's palette. The play of light and shadow accentuates the astronaut's awe as they stand before the creek, inviting viewers to experience the profound connection between humanity and the natural world.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.12,12,Click Object,New Hope – Wide,Special Exhibit Area 3: Climate,Digital Art,"New Hope – wide invites viewers to embrace the spirit of optimism and renewal through the eyes of an astronaut gazing upon a landscape of majestic purple hills. This painting encapsulates the potential for positive change and the transformative power of collective action in the face of climate change.

The central figure, an astronaut, stands at the forefront of the canvas, their gaze fixed on the distant horizon. Their stance embodies the resilience of the human spirit and the capacity for growth and adaptation. The vibrant landscape of purple hills represents a future yet to be realized—a future that can be shaped through dedication, awareness, and sustainable practices.

The purple hues, infused with both energy and tranquility, symbolize the harmonious coexistence between humans and the natural world. This harmonious palette serves as a reminder of the beauty and diversity of our planet, and the astronaut's thoughtful gaze reflects a commitment to nurturing this delicate balance.

Through a deft blend of colors and subtle details, the artist captures the serenity and optimism that the scene radiates. The astronaut's exploration of this new terrain invites viewers to consider the potential for collaboration, innovation, and change as they gaze alongside them toward the horizon.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.13,13,Click Object,Cursed Place,Special Exhibit Area 3: Climate,Digital Art,"Cursed Place offers a compelling narrative that delves into the evolving relationship between nature and humanity in the context of climate change. The painting portrays a faithful dog standing beneath the remnants of a stone archway, the guardian of a mysterious, fog-shrouded forest. This enigmatic scene invites viewers to reflect on the intertwining forces of the natural world and human impact.

At the heart of the composition stands the dog, a loyal guardian of the natural order. Positioned beneath the ruins of a stone archway, the dog becomes a symbol of continuity and connection, bridging the gap between the past and present. Their steadfast presence invites contemplation of our role as stewards of the environment, even as landscapes transform.

The cursed, foggy forest in the background reflects the darker consequences of unchecked human actions on the climate. The fog and muted colors evoke a sense of unease, underscoring the notion of an environment grappling with change. The stone archway serves as a portal into the past, reminding us of the stories hidden within landscapes scarred by time and progress.

Through nuanced brushwork and a play of light and shadow, the artist captures the atmospheric tension between the guardian dog and the misty forest. The interplay between the elements fosters an emotional connection that encourages viewers to explore the complexities of human-nature interactions.
Cursed Place encourages viewers to reflect on the importance of coexistence and symbiosis with nature. ",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.14,14,Click Object,Dust,Special Exhibit Area 3: Climate,Digital Art,"Dust portrays a gnarled old tree, its twisted branches bending over a distant figure in a rocky, dusty landscape. Bathed in yellow lighting overtones, the scene encapsulates the profound intersections of resilience, vulnerability, and hope.

At the center of the canvas stands the ancient tree, a silent witness to the passage of time and the evolving climate. Its gnarled form symbolizes both the struggles and fortitude of nature in the midst of changing conditions. The tree's protective gesture over the distant figure underscores the interconnectedness between humanity and the environment, revealing our shared vulnerability in the face of climate change.

The rocky, dusty landscape captures the arid reality of a changing climate. The yellow lighting overtones evoke a sense of intense heat and the relentless challenge of survival in harsh conditions. The painting serves as a visual reminder of the stark contrasts between life and vulnerability, as well as the delicate equilibrium that sustains ecosystems.

Through meticulous attention to detail and the skillful use of light and shadow, the artist creates an atmosphere that draws viewers into the narrative of resilience and adaptation. The composition invites contemplation of the intricate relationship between human actions, the environment, and the potential for renewal.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.15,15,Click Object,Back to the City,Special Exhibit Area 3: Climate,Digital Art,"Back to the City offers a striking portrayal of the intersection between human perseverance and the consequences of climate change. The painting features a solitary figure, adorned in protective gear, standing in an open space that was once a bustling city. Nearby, a stripped car and a discarded tire serve as poignant reminders of humanity's impact on the environment.

The central figure, enveloped in protective attire, becomes an emblem of humanity's adaptability in the face of environmental challenges. Positioned in the midst of an urban landscape transformed into a desolate expanse, their presence conveys a sense of determination amidst the aftermath. Their role as a guardian underscores the importance of facing the reality of climate change head-on.

The stripped car and tire embody the remnants of consumer culture and the implications of unsustainable practices. Their presence evokes a narrative of repurposing and reevaluation in the context of resource scarcity. These discarded remnants stand as tangible artifacts of a society confronting the repercussions of its actions.

Through the artist's adept use of color and texture, the painting captures the contrasts between human-made constructs and the raw elements of nature. The open space, once teeming with urban life, now exposes the earth beneath, revealing the layers of history and transformation.

Guardians of the Desolation urges viewers to reflect on the urgency of addressing climate change's impact on urban landscapes. It fosters discussions about sustainable urban planning, responsible consumption, and the role of individual and collective action in building a resilient future. As visitors stand before this artwork, they are invited to consider the choices that define our relationship with the environment.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.16,16,Click Object,Schron 3+1 | Shelter 3+1,Special Exhibit Area 3: Climate,Digital Art,"Commonly incorrectly called bunkers, which are covered fortification structures intended for fire, observation, combat control, protection of soldiers and technical combat equipment against the impact of enemy means of destruction. They are usually built of reinforced concrete and, if necessary, also of other available materials such as bricks, earth, stones.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.17,17,Click Object,Back to Nothing,Special Exhibit Area 3: Climate,Digital Art,"Conclusion
Through the power of Klimczak’s art, visitors are compelled to confront the urgent reality of climate change. They are able to recognize that changes in one part of the world can have far-reaching repercussions on a global scale. As they leave the exhibit, they carry with them a profound understanding that art has the capacity to ignite awareness, inspire action, and transform the world, one artwork at a time.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.18,18,Click Object,Togo Sofa,Special Exhibit Area 3: Climate,Digital Art,"The Togo Sofa is an iconic piece of furniture design, created by French designer Michel Ducaroy in 1973 for the French furniture manufacturer Ligne Roset. Renowned for its distinctive shape and unparalleled comfort, the Togo Sofa has become a symbol of 1970s design innovation, blending style with function in a way that has ensured its lasting popularity.

The Togo Sofa is characterized by its low, laid-back profile and its unique, quilted construction. Unlike traditional sofas with rigid frames, the Togo is entirely constructed from multiple densities of foam, giving it a soft, pliable structure that conforms to the body’s shape. This design results in an inviting, cozy seating experience, where comfort is prioritized without sacrificing style. The sofa’s form is inspired by folded cushions, with its signature pleated, creased appearance that creates a sense of casual elegance. The absence of hard edges or straight lines contributes to its relaxed aesthetic, making it a perfect fit for informal, modern interiors.

The Togo Sofa comes in various configurations, including armchairs, loveseats, and corner pieces, allowing for flexible arrangements to suit different spaces. It is upholstered in a wide range of fabrics and colors, from luxurious velvets to durable leathers, further enhancing its adaptability to various interior design styles. Its versatility and comfort have made it a favorite choice for homes, lounges, and even commercial spaces.

Since its introduction, the Togo has become a design classic, embodying the spirit of the 1970s with its emphasis on comfort, informality, and innovative use of materials. It has won numerous design awards and remains a best-seller for Ligne Roset. The sofa’s timeless design and enduring appeal have made it a beloved piece in the world of interior design, recognized not just for its aesthetic but for its ability to provide a uniquely comfortable seating experience.

The Togo Sofa’s legacy continues today as a beloved piece of furniture that offers both style and substance, perfectly encapsulating the era’s move towards more relaxed, user-friendly design principles. Its continued popularity is a testament to Michel Ducaroy’s visionary approach to modern furniture design.",Museum of Science Fiction,,,,,"Rachel Frederick, Phil Frana, PhD",,Furniture,,,,France,Furniture,,,,Michel Ducaroy,Male,1925-2009,Katrina Enriquez,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.19,19,Click Object,Djinn Chairs,Special Exhibit Area 3: Climate,https://filmandfurniture.com/product/djinn-chair-olivier-morgue-2001-space-odyssey/,"Djinn Chairs, designed by French industrial designer Olivier Mourgue in 1965, are iconic pieces of modernist furniture that became famous largely due to their prominent appearance in Stanley Kubrick’s 1968 science fiction classic, 2001: A Space Odyssey. These chairs are celebrated not only for their distinctive design but also for their role in defining the futuristic aesthetic of the mid-20th century.

The Djinn Chair is a low-slung, lounge chair characterized by its flowing, organic form that appears to hover just above the ground. The chair is made from a tubular steel frame, which is then covered with a thin layer of foam and upholstered in stretch fabric. This gives the Djinn Chair its distinctive, smooth curves and soft, inviting appearance. The chair’s seamless design, with no visible joints or separations, contributes to its futuristic look, evoking a sense of comfort and relaxation while maintaining a sleek, modern profile.

In 2001: A Space Odyssey, the Djinn Chairs were used to furnish the space station and the space hotel, creating an environment that was both futuristic and aesthetically pleasing. Their presence in the film helped to cement the chair’s status as an icon of 1960s design, symbolizing the era’s optimism about the future and the possibilities of space travel. The Djinn Chair’s association with the film has made it a symbol of modernism and forward-thinking design, capturing the imagination of both design enthusiasts and fans of science fiction.

The Djinn Chair’s influence extends beyond its appearance in Kubrick’s film. It represents the ethos of the 1960s, a time when designers were pushing the boundaries of traditional furniture design, exploring new materials, and embracing new forms. The chair is a perfect example of how design can transcend its functional role to become an integral part of cultural history.

Today, the Djinn Chair remains a highly sought-after piece for collectors and a staple in the study of mid-century modern design. Its timeless appeal lies in its ability to evoke a sense of the future, making it as relevant now as it was over half a century ago.

The Djinn chair is a piece of furniture in the Modernist style, created by French designer Olivier Mourgue in 1964. Originally called the ""Low fireside chair,"" it is also commonly referred to as the ""2001 chair,"" because of its prominent appearance in the film, 2001: A Space Odyssey.

The Djinn chair and a chaise lounge, was introduced by Airborne in Merignac Cedex, France. The rest of the series was released in 1965, and includes the iconic ""Low fireside chair,"" a two-seat sofa, and a foot stool. The set remained in production until 1976.

The name ""Djinn"" refers to an Islamic spirit capable of changing shape. The design's low profile was an attempt to emulate the informal lifestyle of the time. The set was introduced during a time when growing interest in Eastern mysticism was influencing Western decorative arts. 
",Museum of Science Fiction,,,,,"Rachel Frederick, Phil Frana, PhD",,Furniture,,,,France,Furniture,,,,Olivier Mourgue,Male,1939,Stoney Monks and John Whitesel ,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
03.20,20,Click Object,Klimczak biographical information,Special Exhibit Area 3: Climate,Klimczak biographical information,"About the Artist
Michał Klimczak was born in Krakow, Poland. He is a self-taught enthusiast of photomontage and 3D graphics, and has been working with computer graphics since 2007. Klimczak has been collaborating with the Museum of Science Fiction on a wide variety of projects since 2014. 

In cooperation with the Pakistani photographer, Baber Afzal, Klimczak won 2nd place in the 2014 International Photo Awards competition in the architecture category and continues working to create fantastically surreal atmospheres.

A hardbound exhibition catalogue of Klimczak’s work is currently being planned will be published by the Museum of Science Fiction in 2023. The volume will include selections from Klimczak’s science fiction themed portfolio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.21,21,Click Object,Welcome Message,Special Exhibit Area 3: Climate,Welcome Message,"From: Executive Director, Museum of Science Fiction

Date: June 3, 2023

Welcome to the Museum of Science Fiction

About a hundred years ago Einstein said, “Imagination is everything. It is the preview of life's coming attractions.”

As a species, humanity is rapidly coming to an inflection point. We now hold the knowledge and the tools
to solve some of our most challenging problems and possibly, in the not so distant future, move towards a
post-scarcity civilization.

At the Museum of Science Fiction, art and science are powered by imagination. This simulation is designed
to preview life's coming attractions - both good and bad.

This project began as experiment to prototype ideas for a physical museum. The technology we used 
allowed us to go beyond experimentation and create a new center of gravity to educate and entertain people. 

Essentially, science fiction is the story of humanity: who we were, who we are, and who we dream to be.
We would like to go beyond 21st century story-telling and provide a space where people can expand
their imagination and consciousness of the real world.

""Reality is that which, when you stop believing in it, doesn't go away"" -  Philip k. Dick - Valis, 1981
Here, reality is a persistent environment that can provide inspiration to transcend reality.

We hope you will enjoy exploring the Museum and find inspiration to do something wonderful for humanity.

Greg Viggiano, PhD
Executive Director, Museum of Science Fiction
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.22,22,Click Object,Gallery Credits,Special Exhibit Area 3: Climate,Gallery Credits,"Credits and Attributions                                
        Gallery Design              Hannah Hwang
        Curation                        
        Art                                 Michal Klimczak
                                
        Lighting                                Hannah Hwang
        Sound Design                      Paul Oehlers
        Project Management           Greg Viggiano                                
        3D Modeling                        Hannah Hwang
                                
        Analytics and Reporting                        Astha Kapila
                                
        VR Development                       Nick Deliman, Michael Coxe, Dalton Hutchinson
        UI Development                        Mike Conry
        DB Administration                     Ben Falchuk
        Systems Development              Ben Falchuk
                                
        QA and Testing                        Greg Viggiano
                                
        Social Media and PR                Nico Pandi, Kevin Reid, Steve Winter                                        
                                                                        
        Legal / Fair Use Compliance                        Kevin Olson                                      
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
